2007.0 288.450000
2007.1 288.450540
2007.2 288.451079
2007.3 288.451616
2007.4 288.452153
2007.5 288.452689
2007.6 288.453224
2007.7 288.453757
2007.8 288.454290
2007.9 288.454822
2008.0 288.455353
2008.1 288.455883
2008.2 288.456411
2008.3 288.456939
2008.4 288.457466
2008.5 288.457992
2008.6 288.458517
2008.7 288.459041
2008.8 288.459564
2008.9 288.460086
2009.0 288.460607
2009.1 288.461127
2009.2 288.461646
2009.3 288.462164
2009.4 288.462681
2009.5 288.463198
2009.6 288.463713
2009.7 288.464227
2009.8 288.464740
2009.9 288.465253
2010.0 288.465764
2010.1 288.466275
2010.2 288.466784
2010.3 288.467293
2010.4 288.467800
2010.5 288.468307
2010.6 288.468813
2010.7 288.469318
2010.8 288.469821
2010.9 288.470324
2011.0 288.470826
2011.1 288.471327
2011.2 288.471828
2011.3 288.472327
2011.4 288.472825
2011.5 288.473322
2011.6 288.473819
2011.7 288.474314
2011.8 288.474809
2011.9 288.475302
2012.0 288.475795
2012.1 288.476287
2012.2 288.476778
2012.3 288.477268
2012.4 288.477757
2012.5 288.478245
2012.6 288.478732
2012.7 288.479219
2012.8 288.479704
2012.9 288.480189
2013.0 288.480672
2013.1 288.481155
2013.2 288.481637
2013.3 288.482118
2013.4 288.482598
2013.5 288.483077
2013.6 288.483555
2013.7 288.484033
2013.8 288.484509
2013.9 288.484985
2014.0 288.485460
2014.1 288.485934
2014.2 288.486407
2014.3 288.486879
2014.4 288.487350
2014.5 288.487820
2014.6 288.488290
2014.7 288.488758
2014.8 288.489226
2014.9 288.489693
2015.0 288.490159
2015.1 288.490624
2015.2 288.491088
2015.3 288.491551
2015.4 288.492014
2015.5 288.492476
2015.6 288.492936
2015.7 288.493396
2015.8 288.493855
2015.9 288.494314
2016.0 288.494771
2016.1 288.495228
2016.2 288.495683
2016.3 288.496138
2016.4 288.496592
2016.5 288.497045
2016.6 288.497498
2016.7 288.497949
2016.8 288.498400
2016.9 288.498849
2017.0 288.499298
2017.1 288.499747
2017.2 288.500194
2017.3 288.500640
2017.4 288.501086
2017.5 288.501531
2017.6 288.501975
2017.7 288.502418
2017.8 288.502860
2017.9 288.503302
2018.0 288.503742
2018.1 288.504182
2018.2 288.504621
2018.3 288.505059
2018.4 288.505497
2018.5 288.505933
2018.6 288.506369
2018.7 288.506804
2018.8 288.507238
2018.9 288.507672
2019.0 288.508104
2019.1 288.508536
2019.2 288.508967
2019.3 288.509397
2019.4 288.509826
2019.5 288.510255
2019.6 288.510683
2019.7 288.511110
2019.8 288.511536
2019.9 288.511961
2020.0 288.512386
2020.1 288.512810
2020.2 288.513233
2020.3 288.513655
2020.4 288.514076
2020.5 288.514497
2020.6 288.514917
2020.7 288.515336
2020.8 288.515754
2020.9 288.516172
2021.0 288.516588
2021.1 288.517004
2021.2 288.517420
2021.3 288.517834
2021.4 288.518248
2021.5 288.518660
2021.6 288.519073
2021.7 288.519484
2021.8 288.519895
2021.9 288.520304
2022.0 288.520713
2022.1 288.521122
2022.2 288.521529
2022.3 288.521936
2022.4 288.522342
2022.5 288.522747
2022.6 288.523152
2022.7 288.523556
2022.8 288.523959
2022.9 288.524361
2023.0 288.524762
2023.1 288.525163
2023.2 288.525563
2023.3 288.525963
2023.4 288.526361
2023.5 288.526759
2023.6 288.527156
2023.7 288.527552
2023.8 288.527948
2023.9 288.528343
2024.0 288.528737
2024.1 288.529130
2024.2 288.529523
2024.3 288.529915
2024.4 288.530306
2024.5 288.530697
2024.6 288.531086
